SYMBOL,GID,GENENAME,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ARHGAP29,104841161,rho GTPase-activating protein 29 isoform X1,168.6161044,-1.687269223,0.43012051,-3.922782534,8.75E-05,0.008621488
LOC104839898,104839898,cohesin subunit SA-2-like,127.2701704,-1.688803842,0.580535803,-2.909043393,0.003625365,0.044661887
TPPP,104837617,tubulin polymerization-promoting protein,148.2149373,-1.694432019,0.560680922,-3.022096796,0.002510303,0.037935866
LOC104831914,104831914,dual specificity protein phosphatase 13 isoform B-like,66.20159155,-1.697392968,0.561356191,-3.023736082,0.002496741,0.037935866
ELK3,104828299,ETS domain-containing protein Elk-3 isoform X1,153.6284588,-1.698307539,0.47432242,-3.580491808,0.000342948,0.015554963
BPHL,104835336,valacyclovir hydrolase,37.17967586,-1.698357351,0.56533025,-3.004186225,0.002662923,0.038633415
LOC104828571,104828571,perilipin-3-like,37.91245124,-1.700016632,0.49981201,-3.40131209,0.000670632,0.020746203
PLEKHG1,104840729,pleckstrin homology domain-containing family G member 1,143.2960468,-1.704676261,0.579555849,-2.941349422,0.003267857,0.042606366
PIK3C2B,104839589,phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit beta,50.78074548,-1.712108648,0.594930159,-2.877831326,0.004004192,0.047380011
TBC1D16,104838676,TBC1 domain family member 16 isoform X1,158.2174144,-1.71431999,0.458092187,-3.742303491,0.000182341,0.011553396
CASZ1,104837903,zinc finger protein castor homolog 1,250.4797973,-1.716375131,0.578165666,-2.968656272,0.00299105,0.040751115
ALOX5AP,104834985,arachidonate 5-lipoxygenase-activating protein,81.32600329,-1.719706084,0.459312755,-3.744085192,0.000181052,0.011553396
USP25,104831810,ubiquitin carboxyl-terminal hydrolase 25,198.5587218,-1.719733807,0.542721056,-3.168725052,0.001531092,0.030269487
SLCO3A1,104834569,solute carrier organic anion transporter family member 3A1,414.2888093,-1.722837163,0.593597895,-2.902364003,0.003703579,0.045138177
CBFB,104842246,core-binding factor subunit beta,180.5397753,-1.723950121,0.479995376,-3.591597351,0.000328657,0.015554963
DNAJC1,104828822,dnaJ homolog subfamily C member 1,300.1927915,-1.724252391,0.590947789,-2.917774504,0.003525392,0.044195557
TRPS1,104837775,zinc finger transcription factor Trps1,42.65575678,-1.725501785,0.540820719,-3.190524557,0.001420148,0.029060532
EPS8L3,104842445,epidermal growth factor receptor kinase substrate 8-like protein 3,50.68779588,-1.727202097,0.600972155,-2.874013518,0.004052916,0.047648195
MRAS,104832407,ras-related protein M-Ras,156.6295784,-1.728569402,0.507463364,-3.406293978,0.000658512,0.02063554
TPI1,104831775,triosephosphate isomerase,75.62056699,-1.729242434,0.532819071,-3.245458974,0.001172615,0.026753927
PAPSS1,104843340,bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 1,101.4299703,-1.729687578,0.597161134,-2.896517339,0.003773298,0.045565496
RIPK1,104835339,receptor-interacting serine/threonine-protein kinase 1 isoform X1,76.4816355,-1.732018812,0.513798619,-3.371007139,0.000748939,0.022209758
ARSB,104841313,arylsulfatase B,205.0724478,-1.733848247,0.509298455,-3.404385447,0.000663131,0.02063554
LY96,104837020,lymphocyte antigen 96,42.85484984,-1.735207509,0.555913676,-3.121361434,0.001800169,0.032366123
GNAI1,104840174,guanine nucleotide-binding protein G(i) subunit alpha-1,71.64647849,-1.737983178,0.569710835,-3.050640904,0.002283535,0.03701122
SLC38A6,104842091,probable sodium-coupled neutral amino acid transporter 6,81.67232987,-1.740127367,0.6082875,-2.860698873,0.004227083,0.048154584
PLEKHB2,104832183,pleckstrin homology domain-containing family B member 2,75.63353518,-1.741447376,0.516091817,-3.374297594,0.000740043,0.022050351
KLHL5,104836092,kelch-like protein 5 isoform X1,156.9445912,-1.741510104,0.459238849,-3.792166342,0.000149339,0.010660771
PPARG,104842229,peroxisome proliferator-activated receptor gamma,143.0535576,-1.746651289,0.482424023,-3.620572786,0.000293952,0.014823171
TFEB,104842393,transcription factor EB,65.60525053,-1.75046269,0.503904782,-3.473796545,0.00051315,0.018805963
LOC104834926,104834926,E3 ubiquitin-protein ligase RNF213-like,59.02320379,-1.759485215,0.57665683,-3.051182478,0.00227942,0.03701122
FGGY,104840985,FGGY carbohydrate kinase domain-containing protein isoform X1,290.1900478,-1.760794596,0.503125065,-3.499715518,0.000465755,0.01794436
CSF1,104842446,macrophage colony-stimulating factor 1,47.81590805,-1.767749229,0.600527219,-2.943662124,0.003243539,0.042606366
ANXA2,104834434,annexin A2,101.421383,-1.767845113,0.531200492,-3.32801859,0.00087466,0.023649555
MB21D2,104835193,protein MB21D2,162.3380879,-1.769159582,0.59579925,-2.969388735,0.002983929,0.040706822
ARHGAP32,104840449,rho GTPase-activating protein 32,395.7018985,-1.770542167,0.588855589,-3.006751058,0.002640559,0.038586751
ARID5B,104831968,AT-rich interactive domain-containing protein 5B,435.7492957,-1.770551651,0.545031613,-3.248530196,0.001160029,0.026645708
NCKAP5L,104831173,nck-associated protein 5-like,26.50464598,-1.775224902,0.543834245,-3.264275685,0.001097443,0.025939119
GSN,104833826,gelsolin,348.8635174,-1.776858064,0.510137483,-3.483096465,0.00049565,0.018507764
HLF,104838749,hepatic leukemia factor,90.69347235,-1.7768853,0.548264172,-3.240929084,0.001191408,0.027006964
CACNA1H,104833727,voltage-dependent T-type calcium channel subunit alpha-1H,475.0850493,-1.777611642,0.521982729,-3.405498963,0.000660433,0.02063554
PXDC1,104835333,PX domain-containing protein 1,102.2362061,-1.778586734,0.457831789,-3.884803931,0.000102413,0.009285989
LOC104831205,104831205,putative uncharacterized protein C19orf35 homolog isoform X1,38.95305878,-1.781319719,0.474812367,-3.751628731,0.00017569,0.011541871
MCTP2,104834574,multiple C2 and transmembrane domain-containing protein 2 isoform X1,510.5193016,-1.783641768,0.442823798,-4.027881463,5.63E-05,0.006964364
TUBA4A,104832023,tubulin alpha-4A chain isoform X1,40.11896801,-1.783931256,0.595608525,-2.995140568,0.002743184,0.039095946
DGKZ,104839683,diacylglycerol kinase zeta,158.0264639,-1.789847661,0.597583496,-2.995142392,0.002743168,0.039095946
TMEM2,104832432,transmembrane protein 2,354.551433,-1.790808145,0.521975407,-3.430828578,0.000601741,0.019903346
SERPINB10,104835350,serpin B10,68.50078557,-1.795208877,0.546224948,-3.286574304,0.00101414,0.025136753
WSCD1,104835714,WSC domain-containing protein 1,60.41733754,-1.797097747,0.596218481,-3.01415975,0.002576921,0.038434449
MCTP1,104838340,multiple C2 and transmembrane domain-containing protein 1,409.4140816,-1.801340283,0.58775645,-3.064773315,0.00217835,0.036345466
RGS9,104838712,regulator of G-protein signaling 9,72.68655707,-1.805755888,0.607660082,-2.971654615,0.002961997,0.040565473
PTPRG,104833963,receptor-type tyrosine-protein phosphatase gamma,859.5483182,-1.810920032,0.559562038,-3.236316816,0.001210829,0.027212609
RFTN1,104843138,raftlin,183.8543308,-1.811763294,0.617213757,-2.935390331,0.003331283,0.042902091
WDFY4,104829342,WD repeat- and FYVE domain-containing protein 4,325.7663038,-1.815940339,0.599273138,-3.030238177,0.00244361,0.037631361
GCNT2,104835362,"N-acetyllactosaminide beta-1,6-N-acetylglucosaminyl-transferase",28.98432326,-1.818052818,0.607245616,-2.993933212,0.002754062,0.03916527
EFHD1,104832159,EF-hand domain-containing protein D1,83.41141609,-1.818760507,0.501160228,-3.629099847,0.000284411,0.014650725
NFAM1,104830298,NFAT activation molecule 1 isoform X1,111.2989593,-1.819444416,0.455601522,-3.993499426,6.51E-05,0.007659467
MAP2K6,104838787,dual specificity mitogen-activated protein kinase kinase 6,45.47573346,-1.826941209,0.634310008,-2.880202402,0.003974199,0.047125851
ANKRD13D,104833303,LOW QUALITY PROTEIN: ankyrin repeat domain-containing protein 13D,25.11537393,-1.830774012,0.522458945,-3.50414904,0.000458069,0.017765436
IPCEF1,104840714,interactor protein for cytohesin exchange factors 1 isoform X1,243.9710715,-1.834678478,0.449114016,-4.085106262,4.41E-05,0.006231322
SOCS3,104832107,suppressor of cytokine signaling 3,26.41536348,-1.837690569,0.642757114,-2.859074646,0.004248788,0.048259991
LOC104828905,104828905,probable polyketide synthase 1,66.90594027,-1.841106093,0.422841348,-4.354129746,1.34E-05,0.003717307
LOC104834925,104834925,E3 ubiquitin-protein ligase RNF213-like isoform X1,26.64527533,-1.841259124,0.640733513,-2.873673822,0.004057277,0.047648195
NOS2,104835702,"nitric oxide synthase, inducible",268.0366506,-1.84147252,0.590264462,-3.11974147,0.001810098,0.032433755
PIP5K1B,104832420,phosphatidylinositol 4-phosphate 5-kinase type-1 beta,202.7610899,-1.842105092,0.452160239,-4.074009459,4.62E-05,0.006231322
LOC104829335,104829335,cytochrome P450 2H1-like isoform X1,20.00865571,-1.845650512,0.643893932,-2.866389045,0.004151837,0.048093582
CAPN3,104839649,calpain-3 isoform X1,125.532075,-1.847770747,0.387126045,-4.773046847,1.81E-06,0.001735083
SLC35F5,104836512,solute carrier family 35 member F5 isoform X1,58.99118427,-1.847893976,0.554386385,-3.333223947,0.000858458,0.023468115
ARAP1,104837501,"arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing protein 1",221.7379368,-1.851366768,0.42192833,-4.387870251,1.14E-05,0.003693765
RIN2,104836358,ras and Rab interactor 2,216.2816405,-1.858468779,0.380281725,-4.887084121,1.02E-06,0.001196018
RASGRP1,104835984,RAS guanyl-releasing protein 1,114.8568605,-1.862922652,0.477220435,-3.903694218,9.47E-05,0.008976825
SLC41A3,104834428,solute carrier family 41 member 3 isoform X1,76.89739287,-1.866808584,0.627905893,-2.973070656,0.002948366,0.040565473
RRBP1,104838185,ribosome-binding protein 1 isoform X1,82.43941751,-1.867958876,0.523701241,-3.56684065,0.000361311,0.015967519
PLEKHA2,104828802,pleckstrin homology domain-containing family A member 2 isoform X1,67.22505148,-1.867996406,0.564735476,-3.307736959,0.000940531,0.02442594
AHR,104838086,aryl hydrocarbon receptor,99.54273205,-1.868577908,0.616707591,-3.029925259,0.002446143,0.037631361
B3GNT2,104836259,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2",66.89706948,-1.86908231,0.575482917,-3.247850206,0.001162805,0.026645708
OXR1,104837706,oxidation resistance protein 1 isoform X1,185.1034634,-1.875439246,0.494382897,-3.793495398,0.000148541,0.010660771
DGKK,104831478,diacylglycerol kinase kappa isoform X1,62.00843906,-1.877063344,0.628308162,-2.9874884,0.0028128,0.039499369
EPGN,104836755,epigen,19.32552946,-1.879331831,0.659700259,-2.848766245,0.004388911,0.048901027
ZC3H12C,104834928,probable ribonuclease ZC3H12C isoform X1,101.0053702,-1.879337642,0.554736473,-3.387802556,0.00070455,0.021516919
SH3PXD2B,104838996,SH3 and PX domain-containing protein 2B,220.133084,-1.886371487,0.591104214,-3.191267196,0.001416502,0.029042436
PXYLP1,104832215,acid phosphatase-like protein 2,77.20111078,-1.88669293,0.621330277,-3.036537891,0.00239312,0.037568417
LOC104832511,104832511,"fructose-1,6-bisphosphatase 1-like",44.2002938,-1.887149541,0.588700455,-3.205619304,0.001347722,0.028617715
MTHFD1,104842059,"C-1-tetrahydrofolate synthase, cytoplasmic",88.3686841,-1.889008095,0.621509751,-3.039386095,0.002370608,0.03746962
RHOV,104839672,rho-related GTP-binding protein RhoV,27.58015225,-1.890426017,0.610309313,-3.097488399,0.00195168,0.033874214
NT5DC3,104831002,5'-nucleotidase domain-containing protein 3,51.49943938,-1.89082829,0.565605598,-3.343015518,0.000828733,0.023120982
LACC1,104841620,laccase domain-containing protein 1,22.27242322,-1.896715849,0.60653791,-3.127118386,0.001765288,0.032047732
TXLNB,104836200,beta-taxilin,86.65688034,-1.900880371,0.561642907,-3.384499916,0.00071308,0.021653781
PRKCD,104828117,protein kinase C delta type isoform X1,154.1236083,-1.901742132,0.553570003,-3.435413986,0.000591649,0.019903346
TTC38,104836714,tetratricopeptide repeat protein 38,38.20522476,-1.906923651,0.647369108,-2.945651297,0.003222755,0.042584091
TTYH3,104833561,protein tweety homolog 3,141.795959,-1.911381967,0.674416009,-2.834128996,0.004595078,0.04972495
MAML3,104841750,mastermind-like protein 3,558.7763458,-1.911635972,0.575930309,-3.319214046,0.000902712,0.023890181
CALCRL,104841515,calcitonin gene-related peptide type 1 receptor,38.90459645,-1.913063084,0.644742284,-2.967174841,0.0030055,0.040789482
LFNG,104833560,"beta-1,3-N-acetylglucosaminyltransferase lunatic fringe isoform X1",51.11763192,-1.916294797,0.6008047,-3.189546948,0.00142496,0.029102385
MAP4K4,104836923,mitogen-activated protein kinase kinase kinase kinase 4,402.7377235,-1.920307946,0.607363251,-3.161712442,0.001568444,0.030543607
RND3,104836548,rho-related GTP-binding protein RhoE,30.98042624,-1.920404095,0.67037985,-2.864650684,0.004174695,0.048093582
ALPK1,104836795,alpha-protein kinase 1,70.09485208,-1.923200833,0.630678836,-3.049413938,0.002292883,0.037017423
LOC104835195,104835195,uncharacterized protein LOC104835195,42.35329446,-1.923703205,0.488593276,-3.937228155,8.24E-05,0.008612083
FAP,104831790,prolyl endopeptidase FAP,91.54711185,-1.925612502,0.584563262,-3.294104551,0.000987358,0.024802429
ADAM28,104828848,disintegrin and metalloproteinase domain-containing protein 28,636.5337084,-1.92591243,0.532012745,-3.620049425,0.000294547,0.014823171
DRAM1,104830995,DNA damage-regulated autophagy modulator protein 1,52.76748681,-1.926028265,0.497938045,-3.868007847,0.000109728,0.009728131
SLC24A3,104836466,sodium/potassium/calcium exchanger 3,740.3240164,-1.929861148,0.589933967,-3.271317225,0.001070478,0.02558928
TPD52,104837007,tumor protein D52 isoform X1,71.76775993,-1.930792607,0.498955965,-3.86966535,0.000108985,0.009728131
PDZD7,104830219,PDZ domain-containing protein 7,42.41896607,-1.930917945,0.508703947,-3.79575971,0.000147192,0.010660771
ALOX5,104829333,arachidonate 5-lipoxygenase,239.5465818,-1.932916038,0.516067653,-3.745470243,0.000180056,0.011553396
CFAP97,104833388,UPF0501 protein KIAA1430 homolog,68.34473477,-1.934613086,0.642006142,-3.013387191,0.002583491,0.038434449
LOC104833280,104833280,uncharacterized protein LOC104833280,33.63182018,-1.935471143,0.605163226,-3.198262979,0.001382581,0.028910518
TNFRSF21,104842170,tumor necrosis factor receptor superfamily member 21,267.2860693,-1.936897528,0.492923285,-3.929409682,8.52E-05,0.008612083
TMEM245,104841724,transmembrane protein 245,144.5125349,-1.937595155,0.601918773,-3.21903094,0.001286246,0.028050943
GRIK2,104835405,"glutamate receptor ionotropic, kainate 2",623.8801718,-1.938240775,0.641158784,-3.023027714,0.002502593,0.037935866
FZD6,104837711,frizzled-6,74.74268226,-1.942095885,0.621701786,-3.123838356,0.001785085,0.032149869
LOC104831021,104831021,LOW QUALITY PROTEIN: aldose reductase-related protein 1-like,53.04436558,-1.947178364,0.625271045,-3.114134867,0.001844851,0.032750277
SLC22A23,104835335,solute carrier family 22 member 23,295.7426269,-1.948928425,0.604338055,-3.224897737,0.001260177,0.027729161
TNRC18,104833577,trinucleotide repeat-containing gene 18 protein,211.7010531,-1.949263168,0.514174382,-3.791054625,0.000150009,0.010660771
MICU3,104833428,"calcium uptake protein 3, mitochondrial",63.74141598,-1.954368418,0.627032363,-3.116854143,0.00182792,0.032697383
DGAT2,104837474,diacylglycerol O-acyltransferase 2,68.15366312,-1.95624957,0.577520306,-3.387326039,0.000705775,0.021516919
SNX7,104841168,sorting nexin-7,67.59178509,-1.957308501,0.593513187,-3.297834897,0.000974334,0.024802429
TXNDC5,104835316,thioredoxin domain-containing protein 5,40.21522465,-1.957447216,0.687010143,-2.849226079,0.004382573,0.048882183
LOC104838413,104838413,hydroxysteroid dehydrogenase-like protein 2,29.58741926,-1.959755066,0.657578868,-2.980258586,0.002880052,0.039994065
LOC104839316,104839316,cytochrome b5 isoform X1,30.69926557,-1.962015792,0.682181904,-2.876088886,0.004026363,0.047530064
MTHFD2L,104836830,probable bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase 2,89.77021147,-1.969361332,0.561585874,-3.506785734,0.000453554,0.017765436
DERA,104830907,putative deoxyribose-phosphate aldolase,114.1923249,-1.971041659,0.651464306,-3.025555878,0.002481765,0.037885644
LOC104833274,104833274,uncharacterized LOC104833274,36.84536532,-1.972216096,0.657863394,-2.997911288,0.002718368,0.039021528
MLLT6,104843000,protein AF-17,164.956097,-1.972558202,0.514994374,-3.830251944,0.000128012,0.010132359
SLC24A2,104829919,sodium/potassium/calcium exchanger 2 isoform X1,123.1913504,-1.972912539,0.617426363,-3.195381112,0.001396463,0.029027664
CAPN11,104840315,calpain-11,49.19333977,-1.972915314,0.651266645,-3.029351079,0.002450797,0.037631361
KIAA1958,104838450,uncharacterized protein KIAA1958 homolog,35.38014674,-1.979313371,0.665976595,-2.972046446,0.002958219,0.040565473
PGRMC1,104832776,membrane-associated progesterone receptor component 1,15.51135684,-1.980357406,0.688755664,-2.875268414,0.004036842,0.047600336
FAM60A,104830950,protein FAM60A,69.12949221,-1.982618667,0.415163672,-4.775510966,1.79E-06,0.001735083
LOC104837560,104837560,"arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing protein 1-like",28.12941784,-1.983939104,0.59086785,-3.357669744,0.000786025,0.022650431
NRP1,104842734,neuropilin-1 isoform X1,253.8453215,-1.984806724,0.627811196,-3.161470737,0.001569746,0.030543607
PLS3,104830412,plastin-3,142.4540351,-1.988845927,0.598288096,-3.32422781,0.000886637,0.02373304
ARHGAP12,104842645,rho GTPase-activating protein 12 isoform X1,201.8919278,-1.989572071,0.453194109,-4.390110184,1.13E-05,0.003693765
PRKAR2B,104840267,cAMP-dependent protein kinase type II-beta regulatory subunit,239.278857,-1.989935937,0.51981061,-3.828194152,0.000129087,0.010132359
ATP10D,104836156,probable phospholipid-transporting ATPase VD,99.7049993,-1.992239043,0.651317844,-3.058781607,0.002222391,0.036638101
FERMT1,104836311,fermitin family homolog 1,73.05180462,-1.992278924,0.51996859,-3.83153706,0.000127345,0.010132359
PDE11A,104832898,"dual 3',5'-cyclic-AMP and -GMP phosphodiesterase 11A",252.079131,-1.993273307,0.570885761,-3.491544972,0.000480236,0.018250228
TRAF3IP2,104828170,adapter protein CIKS,124.5462345,-1.994618196,0.435623078,-4.578770717,4.68E-06,0.002644559
MLKL,104842122,mixed lineage kinase domain-like protein,71.0020763,-1.995512363,0.471456449,-4.232654715,2.31E-05,0.004762982
MYO1B,104829613,unconventional myosin-Ib isoform X1,266.5583269,-1.999077991,0.512718403,-3.898978424,9.66E-05,0.009071717
LOC104841344,104841344,kinesin-like protein KIF20A,36.84316543,-1.999484268,0.665315593,-3.00531701,0.002653042,0.038633415
CRACR2A,104836694,EF-hand calcium-binding domain-containing protein 4B,96.52638138,-2.003712969,0.611298458,-3.277798175,0.001046202,0.025357268
KTN1,104839496,kinectin,231.2884251,-2.005362358,0.444998435,-4.506448115,6.59E-06,0.003151661
FAM69B,104834017,protein FAM69B,30.46315918,-2.010078065,0.70803207,-2.838964716,0.004526016,0.049478964
LASP1,104842892,LIM and SH3 domain protein 1,156.1784249,-2.011691416,0.457241783,-4.399622891,1.08E-05,0.003693765
SOAT1,104839987,sterol O-acyltransferase 1,71.11082984,-2.0167352,0.512947042,-3.931663573,8.44E-05,0.008612083
TMCC3,104828286,transmembrane and coiled-coil domains protein 3 isoform X1,133.7424934,-2.017039449,0.682824271,-2.953965661,0.003137189,0.041821236
SCIN,104838099,adseverin isoform X1,160.9434333,-2.01741435,0.531380136,-3.796555823,0.00014672,0.010660771
LOC104832339,104832339,dedicator of cytokinesis protein 2-like,299.3769407,-2.01746074,0.514356209,-3.922302682,8.77E-05,0.008621488
TSPAN2,104838620,tetraspanin-2 isoform X1,57.12541441,-2.017662213,0.586700158,-3.439000633,0.000583866,0.019903346
EYA1,104837030,eyes absent homolog 1 isoform X1,146.3164827,-2.018168871,0.658806418,-3.063371602,0.002188581,0.036356869
NTNG1,104830889,netrin-G1,277.8520509,-2.018364092,0.614925644,-3.282289677,0.001029678,0.025304088
FHAD1,104838008,forkhead-associated domain-containing protein 1,83.17792511,-2.018554143,0.615443442,-3.279836955,0.001038671,0.025357268
SLCO4A1,104833040,solute carrier organic anion transporter family member 4A1,67.20377019,-2.020515911,0.711853137,-2.838388713,0.004534193,0.049478964
TBC1D1,104836087,TBC1 domain family member 1 isoform X1,398.8045575,-2.033678859,0.460583578,-4.415439359,1.01E-05,0.003693765
LOC104831613,104831613,suppressor of tumorigenicity 14 protein-like,50.60989863,-2.035496967,0.625631662,-3.25350696,0.001139899,0.026525357
UGT8,104836800,2-hydroxyacylsphingosine 1-beta-galactosyltransferase,103.1185378,-2.036066284,0.568553296,-3.581135307,0.000342104,0.015554963
GABRR1,104830630,gamma-aminobutyric acid receptor subunit rho-1 isoform X1,59.24815093,-2.036937119,0.708187555,-2.876267883,0.00402408,0.047530064
BTBD11,104842777,ankyrin repeat and BTB/POZ domain-containing protein BTBD11 isoform X1,385.4315276,-2.040324302,0.608095474,-3.355269671,0.000792877,0.022723366
TMEM175,104832801,transmembrane protein 175 isoform X1,50.42951144,-2.041517829,0.512176961,-3.985961857,6.72E-05,0.007659467
SPECC1,104835612,cytospin-B,93.80003282,-2.042849148,0.568192632,-3.595346072,0.000323961,0.015429799
DYNAP,104841415,dynactin-associated protein,81.64914857,-2.043829,0.534322802,-3.825082878,0.000130728,0.010185172
ANXA5,104836815,annexin A5,62.06120723,-2.049034121,0.62309074,-3.288500356,0.001007227,0.025136753
IL2RB,104842809,interleukin-2 receptor subunit beta,40.51090834,-2.049455182,0.60191786,-3.404875182,0.000661943,0.02063554
SPTLC3,104836298,serine palmitoyltransferase 3,101.7148468,-2.050856313,0.638363078,-3.21268003,0.001315027,0.028343144
LRBA,104837324,lipopolysaccharide-responsive and beige-like anchor protein,696.9298281,-2.053369362,0.592278722,-3.466897061,0.000526503,0.018964944
FKBP9,104832032,peptidyl-prolyl cis-trans isomerase FKBP9,33.28961397,-2.053396775,0.694368185,-2.957216101,0.003104305,0.041488026
KIF21B,104842415,kinesin-like protein KIF21B,119.9992367,-2.053447194,0.645074275,-3.18327249,0.001456205,0.029496907
SRGAP3,104833562,SLIT-ROBO Rho GTPase-activating protein 3,242.3242352,-2.054071738,0.610960572,-3.362036492,0.000773699,0.022373151
PLXNC1,104828346,plexin-C1,218.09003,-2.055942974,0.565667542,-3.634542942,0.000278474,0.014537167
PPP3CA,104827792,serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform,268.7539268,-2.056838124,0.567995119,-3.621225001,0.000293211,0.014823171
NACC2,104833836,nucleus accumbens-associated protein 2,59.80964749,-2.058690587,0.647609439,-3.178907629,0.001478312,0.029730181
LAT2,104835491,linker for activation of T-cells family member 2,48.38819573,-2.061354907,0.573030074,-3.597289218,0.000321551,0.015429799
LOC104829373,104829373,poly(U)-specific endoribonuclease-like,24.36625218,-2.07984398,0.612149228,-3.397609415,0.000679774,0.020967339
RUSC1,104829708,RUN and SH3 domain-containing protein 1,26.3517277,-2.080927801,0.651534823,-3.193885771,0.001403716,0.029042436
ADGB,104842277,androglobin,174.7897989,-2.083509879,0.630490206,-3.304587224,0.000951164,0.024539936
TOX,104841329,thymocyte selection-associated high mobility group box protein TOX,328.8148908,-2.08568682,0.708030316,-2.945759204,0.003221631,0.042584091
LCNL1,104829983,lipocalin-like 1 protein,729.7199291,-2.088057143,0.582782853,-3.582907651,0.000339791,0.015554963
ADSSL1,104842084,adenylosuccinate synthetase isozyme 1,94.10549365,-2.093434104,0.719151202,-2.910979078,0.003602981,0.044583716
IL1RL1,104836918,interleukin-1 receptor-like 1 isoform X1,78.06093451,-2.10248667,0.483994587,-4.344029307,1.40E-05,0.003717307
PRKCH,104842071,protein kinase C eta type,263.6580275,-2.103203964,0.645305471,-3.259237769,0.00111712,0.026110818
SDK1,104833568,protein sidekick-1,552.2512318,-2.105294612,0.718588329,-2.929764548,0.003392189,0.043094847
NHSL2,104831496,NHS-like protein 2,33.07201944,-2.10568553,0.738137532,-2.852700801,0.004334942,0.048556885
BEND6,104831057,BEN domain-containing protein 6,46.44357603,-2.108860535,0.555185162,-3.798481446,0.000145585,0.010660771
PTP4A3,104842106,protein tyrosine phosphatase type IVA 3 isoform X1,22.7782018,-2.109848657,0.744722236,-2.833067895,0.004610359,0.0497862
LOC104839151,104839151,CMRF35-like molecule 3,21.70946327,-2.115091903,0.653832872,-3.234912153,0.001216802,0.027288528
GAB2,104837447,GRB2-associated-binding protein 2,136.4052031,-2.116554274,0.515521799,-4.105654264,4.03E-05,0.005972626
IL22RA2,104836421,interleukin-22 receptor subunit alpha-2,23.76954541,-2.123490302,0.59701172,-3.556865351,0.000375306,0.016447803
GK,104834168,glycerol kinase isoform X1,102.4391126,-2.126774941,0.454737627,-4.676927566,2.91E-06,0.002081796
WWTR1,104842563,WW domain-containing transcription regulator protein 1,92.46422827,-2.127230441,0.536688966,-3.96361874,7.38E-05,0.008173274
DHRSX,104839867,dehydrogenase/reductase SDR family member on chromosome X,325.154879,-2.129136106,0.542311423,-3.926039573,8.64E-05,0.008621488
SACS,104834953,sacsin,48.76506212,-2.133438544,0.665213281,-3.207149651,0.001340572,0.028617715
CHST15,104840778,carbohydrate sulfotransferase 15,38.02765953,-2.140190293,0.747290215,-2.863934586,0.004184144,0.048149702
CDPF1,104836614,cysteine-rich DPF motif domain-containing protein 1,36.5815594,-2.140536102,0.65809864,-3.252606788,0.001143516,0.02655078
FMNL2,104829044,formin-like protein 2,145.5369736,-2.14077863,0.698684981,-3.064011235,0.002183907,0.036345466
IL1R2,104836922,interleukin-1 receptor type 2,448.8279302,-2.141710435,0.611315001,-3.503448191,0.000459276,0.017765436
PAM,104830258,peptidyl-glycine alpha-amidating monooxygenase isoform X1,318.1889163,-2.142045791,0.468274142,-4.574341392,4.78E-06,0.002644559
CD2AP,104842169,CD2-associated protein,109.5346307,-2.143205066,0.653847536,-3.277836116,0.001046061,0.025357268
LOC104830566,104830566,protein S100-A4-like,50.87199231,-2.143824323,0.663224494,-3.232426339,0.001227438,0.027352098
LOC104831985,104831985,leucine-rich repeat-containing protein C10orf11 homolog,1222.372737,-2.15106952,0.550286165,-3.90900164,9.27E-05,0.008861734
LOC104834852,104834852,adrenodoxin-like,22.18012692,-2.152454042,0.706977524,-3.044586241,0.002330006,0.037131826
SLC44A5,104828053,choline transporter-like protein 5,109.8122976,-2.155815643,0.653265599,-3.300059954,0.000966642,0.024802429
FBXL7,104834270,F-box/LRR-repeat protein 7,300.747119,-2.157612062,0.717612858,-3.0066519,0.00264142,0.038586751
ZC2HC1A,104837057,zinc finger C2HC domain-containing protein 1A,36.53702577,-2.159430185,0.707974432,-3.050152784,0.00228725,0.03701122
GPAM,104830068,"glycerol-3-phosphate acyltransferase 1, mitochondrial",49.17142044,-2.162390286,0.610397844,-3.542591617,0.000396216,0.016872054
PTGS2,104840027,prostaglandin G/H synthase 2 isoform X1,56.36327211,-2.168935628,0.707866625,-3.064045613,0.002183656,0.036345466
PTPRE,104840759,receptor-type tyrosine-protein phosphatase epsilon isoform X1,131.5606575,-2.169942563,0.590943344,-3.671997638,0.000240662,0.013581792
WNT5B,104830934,protein Wnt-5b,57.09206992,-2.170059301,0.616547891,-3.519693007,0.000432047,0.017458089
LOC104838412,104838412,uncharacterized LOC104838412,24.48693727,-2.171269566,0.641830568,-3.382932621,0.000717162,0.021675611
PLD4,104842047,phospholipase D4,38.88893189,-2.176111142,0.604852661,-3.597754104,0.000320977,0.015429799
RGS10,104830033,regulator of G-protein signaling 10,34.44022814,-2.176353745,0.665821459,-3.26867468,0.001080525,0.025696592
SLCO4C1,104830262,solute carrier organic anion transporter family member 4C1,70.96028573,-2.177588674,0.599245871,-3.633881815,0.000279189,0.014537167
