GeneID,Chr,Start,End,Strand,Length,Eagle_002_null,Eagle_002_lps,Eagle_004_null,Eagle_004_lps,Eagle_006_null,Eagle_006_lps,Eagle_007_null,Eagle_007_lps,Eagle_008_null,Eagle_008_lps,Eagle_012_null,Eagle_012_lps,Eagle_013_null,Eagle_013_lps,Eagle_014_null,Eagle_014_lps,Eagle_015_null,Eagle_015_lps,Eagle_020_null,Eagle_020_lps,Eagle_021_null,Eagle_021_lps,Eagle_022_null,Eagle_022_lps
LOC104835105,NW_010972798.1,4658963,4664070,-,5108,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
MFN1,NW_010972798.1,4660199,4690934,+,30736,4198,668,3202,3297,3901,63,3267,4057,2320,497,1232,445,1583,852,2174,871,4189,3395,3405,287,2510,1775,3125,2722
GNB4,NW_010972798.1,4691371,4724847,-,33477,7195,731,5151,6141,6376,114,5400,6004,3599,749,1371,560,3539,2167,3512,1157,5043,4006,6137,456,3969,3849,7940,3246
ACTL6A,NW_010972798.1,4769665,4779548,+,9884,358,161,236,260,363,7,201,233,181,33,102,50,116,71,161,69,308,254,223,15,227,148,249,172
MRPL47,NW_010972798.1,4781048,4786955,-,5908,649,113,335,364,523,6,395,457,298,61,170,56,212,112,255,146,545,441,395,46,308,255,386,362
NDUFB5,NW_010972798.1,4788221,4792409,+,4189,570,84,409,371,707,11,401,491,337,70,161,67,244,148,336,171,553,483,543,30,343,247,332,327
USP13,NW_010972798.1,4807670,4850654,+,42985,195,796,155,171,97,0,87,111,98,24,55,12,78,41,79,35,201,135,110,13,65,98,137,73
PEX5L,NW_010972798.1,4863730,4905522,-,41793,101,627,51,51,25,0,40,35,27,7,21,9,13,12,28,14,75,29,40,7,26,49,72,20
LOC104835115,NW_010972798.1,5077934,5092155,-,14222,35,132,25,27,62,2,47,41,40,2,8,3,16,3,14,11,27,24,25,6,18,22,43,23
TTC14,NW_010972798.1,5085076,5095358,+,10283,1518,118,953,1104,1854,38,1084,1321,942,197,512,172,782,430,934,386,1499,1363,1562,149,1084,804,1394,971
CCDC39,NW_010972798.1,5096284,5119017,-,22734,69,425,52,35,27,0,42,43,41,5,28,6,33,21,17,6,59,37,47,6,37,39,62,13
FXR1,NW_010972798.1,5178946,5218232,+,39287,62894,2374,50370,60269,96815,1174,60145,82551,44355,9779,20547,6523,30235,18985,35728,16640,65590,62127,75079,6738,50053,34298,75737,51335
DNAJC19,NW_010972798.1,5218340,5223395,-,5056,2103,138,1357,1532,1870,24,1128,1457,1123,218,533,161,649,457,1107,473,2145,1972,1638,107,1516,933,1261,1148
SOX2,NW_010972798.1,5494492,5495509,+,1018,0,28,0,2,2,0,1,1,0,0,1,0,0,1,0,0,1,2,1,0,1,2,0,0
ATP11B,NW_010972798.1,5968632,6024616,+,55985,3015,970,2715,3736,3376,72,2682,3285,1916,373,516,219,1501,1066,1547,540,1889,1597,3377,306,1885,2181,3742,2145
DCUN1D1,NW_010972798.1,6026811,6047000,-,20190,2763,392,1873,1792,2868,28,1833,2228,1639,276,841,224,1181,686,1278,503,2861,2160,2364,186,1895,1156,1662,1590
MCCC1,NW_010972798.1,6056321,6077929,-,21609,518,346,475,484,764,8,449,584,317,59,102,42,250,147,287,126,381,334,424,30,246,254,427,282
LAMP3,NW_010972798.1,6087984,6104161,-,16178,58,373,66,176,17,4,109,116,57,20,3,17,38,67,37,6,25,18,67,7,18,109,161,37
MCF2L2,NW_010972798.1,6110418,6270553,-,160136,416,3098,269,382,177,8,201,242,156,60,47,29,87,116,154,37,220,91,230,26,149,415,352,126
B3GNT5,NW_010972798.1,6194991,6196167,+,1177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RFC4,NW_010972798.1,6300906,6314316,+,13411,139,250,39,66,83,2,85,112,39,4,25,8,40,18,49,22,86,95,73,5,47,61,73,43
EIF4A2,NW_010972798.1,6315509,6321839,-,6331,10661,230,6343,7198,11453,202,6675,8088,5549,1191,2628,933,4613,2826,4927,2100,8662,7298,9131,606,7172,5121,9162,5772
KNG1,NW_010972798.1,6340102,6356295,-,16194,200,229,150,151,250,2,90,130,123,37,79,8,77,66,90,32,196,188,199,23,120,83,155,106
HRG,NW_010972798.1,6357088,6368234,-,11147,126,225,89,94,118,2,62,82,64,16,37,6,42,46,50,24,92,91,84,8,62,47,112,62
FETUB,NW_010972798.1,6376388,6386498,-,10111,106,173,75,84,117,4,52,60,60,8,34,9,38,28,45,19,81,61,109,11,51,33,90,68
AHSG,NW_010972798.1,6392208,6398847,-,6640,62,122,52,51,48,1,47,53,48,6,10,7,23,5,27,14,48,40,67,7,32,16,47,41
LOC104835132,NW_010972798.1,6467825,6483795,+,15971,953,336,656,650,1052,9,759,900,439,86,175,58,344,216,576,231,752,623,951,86,689,497,759,596
EPHB3,NW_010972798.1,6635672,6649847,+,14176,52,406,14,22,26,0,22,17,20,2,8,5,13,6,10,3,38,23,26,2,23,34,25,26
POLR2H,NW_010972798.1,6672916,6675043,+,2128,237,85,112,148,235,4,201,233,197,46,73,26,97,69,96,64,219,207,197,15,130,95,157,182
THPO,NW_010972798.1,6676031,6677894,-,1864,7,56,1,1,5,0,4,3,7,2,0,1,2,4,4,0,4,1,5,0,1,3,2,3
CHRD,NW_010972798.1,6686448,6692998,+,6551,8,164,4,0,3,0,0,2,2,0,1,0,0,0,2,2,9,5,5,0,2,13,7,4
CLCN2,NW_010972798.1,6700449,6708482,+,8034,12,183,5,2,3,0,2,4,5,0,2,1,0,1,0,1,6,4,8,1,2,13,10,2
LOC104835211,NW_010972798.1,6708548,6709353,-,806,1,19,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2
FAM131A,NW_010972798.1,6712206,6713917,-,1712,4,42,0,0,0,0,0,1,1,0,1,0,0,1,1,0,2,0,0,0,1,3,3,0
EIF4G1,NW_010972798.1,6718227,6727931,-,9705,2783,492,1599,1635,2830,39,1909,2156,1860,379,727,279,1091,894,1606,933,3339,2704,2374,239,1858,1328,2052,1854
LOC104835212,NW_010972798.1,6727262,6735952,-,8691,836,193,476,418,748,20,626,676,676,152,206,108,302,231,421,270,1013,754,678,86,560,385,601,600
PSMD2,NW_010972798.1,6736028,6744673,-,8646,2787,358,2110,2431,4196,80,3483,4114,2608,562,761,335,1722,1317,1272,855,3262,2740,3558,378,2023,1404,2251,2144
ECE2,NW_010972798.1,6746165,6754929,+,8765,8,209,5,0,2,0,2,9,11,2,1,0,3,3,4,5,12,6,5,0,4,12,18,3
LOC104835140,NW_010972798.1,6756353,6758421,+,2069,32,66,17,24,36,0,33,31,30,6,5,0,10,8,19,17,52,32,36,11,15,20,37,27
LOC104835215,NW_010972798.1,6769104,6773223,-,4120,18,104,8,9,3,1,7,5,5,3,2,3,3,4,1,2,10,10,9,0,9,9,9,12
ALG3,NW_010972798.1,6773540,6776440,+,2901,58,86,33,56,49,0,53,55,48,10,14,3,20,25,17,10,54,35,34,4,35,37,38,32
VWA5B2,NW_010972798.1,6777027,6785581,-,8555,10,215,3,0,5,0,3,5,1,2,4,0,0,2,2,0,5,1,1,1,3,12,8,4
LOC104835142,NW_010972798.1,6792212,6796523,+,4312,39,123,23,388,11,5,33,175,29,86,4,23,15,72,18,14,8,22,32,54,13,519,56,27
LOC104835217,NW_010972798.1,6798588,6802010,-,3423,29,62,21,92,5,1,16,38,14,15,1,4,8,10,10,3,18,12,18,7,10,74,31,7
ABCF3,NW_010972798.1,6802683,6815117,-,12435,1751,431,973,858,1376,26,1157,1250,992,156,518,207,494,321,857,453,1899,1303,1102,122,1286,784,990,1131
AP2M1,NW_010972798.1,6814602,6845518,-,30917,2840,793,1867,2303,2771,54,1960,2444,1659,321,656,271,1218,710,1468,683,2625,2079,2246,181,1718,1435,2270,1967
DVL3,NW_010972798.1,6848163,6879727,-,31565,2691,972,1678,1726,2726,38,2041,2311,1821,366,698,284,1059,725,1344,764,2907,2322,2177,234,1771,1339,1936,2174
EIF2B5,NW_010972798.1,6881286,6902907,-,21622,2555,528,1577,1619,2693,33,2004,2509,1571,285,719,206,980,622,1234,537,2435,1863,2011,187,1784,1209,1347,1680
ABCC5,NW_010972798.1,6921674,6972624,+,50951,2760,981,2086,4462,2803,41,1491,1895,1648,328,670,232,1147,783,1656,556,2479,2032,2401,213,1817,1851,2276,1299
RNPEPL1,NW_010972798.1,6981177,6992528,+,11352,1282,248,665,681,957,13,659,643,544,93,243,106,368,217,488,201,920,630,701,39,749,518,1080,722
CAPN10,NW_010972798.1,6999001,7013966,+,14966,2940,319,1966,1737,3481,38,2070,2485,1841,356,900,282,1122,685,1408,688,2618,2438,2431,196,2127,1366,1873,2016
LOC104835150,NW_010972798.1,7015385,7024846,-,9462,320,156,208,320,350,7,212,294,211,45,107,38,196,129,181,124,251,328,365,27,219,205,533,279
LOC104835151,NW_010972798.1,7037040,7047244,+,10205,545,168,647,867,1279,16,510,717,446,87,171,76,444,266,607,232,540,579,1043,86,709,430,1318,690
LOC104835152,NW_010972798.1,7054602,7068986,+,14385,249,279,293,442,417,11,208,275,237,47,95,49,190,111,249,125,261,268,375,29,228,172,479,249
LOC104835219,NW_010972798.1,7081882,7096962,+,15081,66,274,35,33,46,1,27,25,34,8,23,5,28,15,30,15,42,66,44,1,39,35,39,29
EIF4E2,NW_010972798.1,7121105,7143182,+,22078,2507,616,1846,1602,2371,24,1933,2346,1639,314,766,259,960,569,1279,608,2439,2119,1854,149,1680,1099,1543,1795
CHRNG,NW_010972798.1,7147934,7152526,-,4593,15,133,6,5,10,0,5,6,13,2,5,2,10,8,9,1,22,22,8,0,10,19,14,10
CHRND,NW_010972798.1,7153543,7157528,-,3986,13,150,1,0,1,0,1,4,2,1,1,1,4,0,2,0,8,8,4,0,4,13,6,6
PRSS56,NW_010972798.1,7158597,7165385,-,6789,4,187,3,9,4,0,1,9,7,2,4,2,0,1,5,1,10,4,4,0,3,19,9,3
SLC12A9,NW_010972798.1,7169449,7176348,+,6900,79,216,59,52,41,3,36,45,34,6,8,9,10,15,21,8,22,9,41,5,22,75,70,27
ECEL1,NW_010972798.1,7184227,7192413,+,8187,8,234,6,1,2,0,4,8,4,0,1,0,0,4,3,1,10,6,6,1,3,19,6,7
LOC104835157,NW_010972798.1,7193343,7196920,-,3578,84,125,32,24,63,1,52,43,49,10,20,5,20,20,30,18,85,60,53,5,38,36,48,96
LOC104835159,NW_010972798.1,7197215,7202152,-,4938,96,128,23,30,96,0,67,55,60,10,30,11,32,24,42,36,121,76,60,7,69,40,67,93
DIS3L2,NW_010972798.1,7202352,7399388,-,197037,12291,4827,8566,9148,13338,161,8774,10707,7598,1341,3411,1024,5163,3365,7189,3327,12384,9906,11334,1111,9148,6356,9101,8391
COPS7B,NW_010972798.1,7414456,7433626,-,19171,2645,470,1349,1343,2074,19,1243,1592,1266,217,619,207,807,485,1139,578,2226,1812,1737,158,1512,1070,1496,1425
PDE6D,NW_010972798.1,7469799,7478762,+,8964,308,206,197,324,203,5,260,296,167,36,85,28,121,82,151,71,269,292,250,15,188,217,260,183
PTMA,NW_010972798.1,7490068,7497098,-,7031,2587,392,1967,2695,2270,96,2647,2448,1592,408,657,356,1043,918,1427,541,1729,1477,2745,224,1406,2068,3200,1569
NMUR1,NW_010972798.1,7570569,7573130,+,2562,2,84,3,5,3,0,7,3,3,1,0,0,1,1,4,0,6,2,10,0,1,9,8,3
NCL,NW_010972798.1,7591588,7599159,+,7572,2767,618,2066,2246,2825,53,2137,2103,1506,364,864,373,1290,867,1895,795,2878,2610,2239,167,1615,1520,2605,1911
B3GNT7,NW_010972798.1,7603709,7609984,-,6276,13,151,12,8,6,0,8,8,11,2,1,2,5,6,4,3,11,3,10,2,5,19,14,10
ARMC9,NW_010972798.1,7632539,7700194,-,67656,1287,1225,1868,1704,4198,37,1572,1833,1952,369,192,73,1322,798,1107,512,731,490,3130,274,1539,1093,1510,1495
PSMD1,NW_010972798.1,7711548,7785814,-,74267,7839,1468,5583,5721,8431,108,6007,7607,5176,950,2617,786,3258,1882,3999,1854,8314,7185,7133,630,5178,3646,5387,5065
HTR2B,NW_010972798.1,7746787,7757385,+,10599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL35A,NW_010972798.1,7805901,7809454,-,3554,2554,113,1484,1497,2756,45,1835,2311,1588,348,563,221,828,637,835,476,2127,1826,1940,124,1629,986,1488,1607
IQCG,NW_010972798.1,7814697,7833425,+,18729,134,358,99,104,55,1,115,54,66,24,27,13,29,8,73,17,87,63,104,7,44,93,214,37
LRCH3,NW_010972798.1,7833512,7907597,-,74086,5121,1432,3715,4665,3753,62,3547,3923,2750,496,1052,432,2188,1353,3387,1265,4282,3403,4435,316,3259,3035,5507,3167
FYTTD1,NW_010972798.1,7908835,7927874,-,19040,3669,454,2551,2580,3635,50,2361,2773,1983,381,1016,317,1434,852,2023,883,3578,2914,2885,213,2468,1755,2330,2244
KIAA0226,NW_010972798.1,7928060,7956041,+,27982,1620,836,906,936,1421,24,1159,1174,1071,233,440,185,483,368,739,426,1639,1328,1177,107,1036,930,1272,1232
LOC104835223,NW_010972798.1,7957164,7960400,-,3237,26,83,8,6,5,2,11,10,9,2,2,4,8,3,10,3,19,3,18,2,9,13,27,10
LOC104835224,NW_010972798.1,7973013,7984792,+,11780,25,332,8,6,12,0,6,20,16,5,4,2,4,11,8,8,37,19,7,3,15,26,13,3
MUC4,NW_010972798.1,7986176,8000928,-,14753,70,407,17,15,24,0,33,25,48,7,13,2,19,14,24,13,75,59,24,1,18,39,27,35
TNK2,NW_010972798.1,8003286,8021281,-,17996,975,489,376,335,621,13,752,698,638,120,200,102,237,223,418,256,1132,782,643,63,771,611,638,883
TFRC,NW_010972798.1,8025647,8041028,-,15382,72756,2529,46077,54029,72844,947,45829,62247,37185,7345,17854,5827,27067,17233,34306,17628,76243,62263,62572,5265,57106,31897,49880,45601
SLC51A,NW_010972798.1,8057308,8059728,+,2421,28,71,22,10,38,0,11,19,10,5,6,6,15,13,9,13,69,39,21,0,25,22,28,36
PCYT1A,NW_010972798.1,8064577,8080816,-,16240,2906,548,1537,1582,2563,44,1887,2391,1843,357,648,208,908,499,1329,611,2300,1862,2427,223,1977,1345,1981,2120
TCTEX1D2,NW_010972798.1,8085686,8095614,-,9929,230,261,184,222,323,6,270,288,180,58,57,17,154,93,169,89,170,162,314,20,215,169,194,178
PDCD1,NW_010972798.1,8096145,8101544,+,5400,24,121,13,54,12,1,29,14,10,5,5,1,5,3,8,2,10,5,16,1,7,29,42,5
LOC104835230,NW_010972798.1,8111694,8113528,+,1835,2,67,4,1,0,0,2,1,0,2,0,0,0,0,1,0,2,1,3,0,1,4,4,0
MASP1,NW_010972798.1,8119851,8144152,-,24302,32,620,24,10,11,0,6,18,14,4,5,1,1,5,10,4,16,10,13,3,17,36,25,8
LOC104835232,NW_010972798.1,8223130,8227325,-,4196,7,108,4,4,3,0,1,5,4,1,0,0,0,2,2,0,2,3,2,1,4,5,1,0
SST,NW_010972798.1,8233341,8235049,-,1709,2,42,2,0,1,0,3,0,1,0,0,0,2,0,1,0,4,1,1,0,1,1,4,1
BCL6,NW_010972798.1,8243356,8262308,-,18953,1987,570,1700,2069,1651,31,2364,2369,1123,263,590,238,848,602,706,302,1465,1315,1627,158,1205,1116,1336,916
LPP,NW_010972798.1,8444394,8758453,+,314060,10987,7016,13335,16413,4751,319,20161,12457,5696,1592,517,2248,5830,3389,12519,689,3896,1342,14984,812,5782,15283,36935,3813
TP63,NW_010972798.1,8980608,9087203,+,106596,283,2335,531,1139,164,7,147,341,131,78,42,15,36,103,62,16,159,63,168,25,73,220,131,64
LEPREL1,NW_010972798.1,9107129,9178684,-,71556,117,1558,61,51,35,0,29,41,32,12,16,3,8,15,19,7,90,19,30,5,26,79,66,21
CLDN1,NW_010972798.1,9221979,9232567,-,10589,13,224,7,4,5,0,2,8,4,0,3,5,2,1,3,6,13,9,8,0,9,6,6,2
CLDN16,NW_010972798.1,9247168,9254294,+,7127,14,172,7,2,5,0,1,4,6,0,1,3,1,1,0,0,3,3,6,1,1,4,5,1
TMEM207,NW_010972798.1,9262960,9267051,-,4092,6,96,2,0,1,0,1,4,0,2,1,0,0,1,1,0,2,1,5,0,3,4,2,1
IL1RAP,NW_010972798.1,9291757,9340890,+,49134,1880,1404,1113,6032,1890,165,694,1957,377,185,108,272,271,551,338,183,427,567,726,197,452,2859,1974,1400
GMNC,NW_010972798.1,9392414,9397358,-,4945,6,90,3,6,2,0,0,1,5,2,1,2,1,1,3,1,8,6,3,1,2,8,7,1
OSTN,NW_010972798.1,9495784,9511165,+,15382,28,285,19,6,8,0,9,9,15,3,4,2,3,1,6,5,23,10,12,1,3,7,11,5
UTS2B,NW_010972798.1,9514990,9524191,-,9202,13,220,9,7,2,0,2,5,2,1,1,1,3,1,5,1,8,4,6,0,2,8,8,4
CCDC50,NW_010972798.1,9537003,9577980,+,40978,409,935,493,1373,414,17,676,838,284,142,101,119,207,271,254,76,221,236,530,83,149,662,1272,334
FGF12,NW_010972798.1,9750976,9898841,-,147866,951,3304,675,1684,202,29,1466,1538,409,272,69,144,442,603,770,131,408,306,756,115,432,2318,2816,427
MB21D2,NW_010972798.1,10014286,10074234,-,59949,410,1265,403,772,177,9,363,294,133,49,32,48,162,141,334,31,179,76,345,23,177,567,904,106
LOC104835235,NW_010972798.1,10119888,10140217,+,20330,57,446,8,6,5,0,12,15,11,4,4,1,3,2,12,2,21,17,7,5,9,26,15,8
LOC104835238,NW_010972799.1,10569,11489,-,921,12,79,1,5,1,0,1,3,1,0,1,0,0,4,2,0,4,4,0,1,3,4,3,2
LOC104835237,NW_010972799.1,27356,27727,-,372,85,178,59,562,7,11,38,101,43,95,1,50,22,126,58,19,15,35,49,19,19,293,163,58
SPTBN2,NW_010972800.1,14,22231,+,22218,163,290,97,84,78,0,132,99,121,27,33,27,46,43,49,27,153,103,131,19,72,102,121,88
RBM14,NW_010972800.1,27410,33106,-,5697,857,166,537,430,551,12,815,548,763,124,228,114,215,224,330,195,920,710,598,69,444,366,418,593
CCDC87,NW_010972800.1,36125,37525,+,1401,18,25,11,14,17,0,19,11,29,6,7,2,5,4,8,6,13,20,11,4,9,14,9,21
LOC104835242,NW_010972800.1,40202,41932,+,1731,386,71,190,178,344,5,375,270,345,83,83,63,135,140,159,99,378,289,314,45,207,167,233,274
LOC104835243,NW_010972801.1,11610,12503,-,894,4,43,4,1,0,0,0,0,2,0,0,0,0,0,0,1,5,1,0,0,0,3,2,0
LOC104835244,NW_010972801.1,24756,25715,+,960,18,185,3,1,4,0,1,2,2,1,0,0,0,2,2,0,11,3,2,0,2,6,1,1
CCDC155,NW_010972802.1,1309,5454,-,4146,7,86,6,6,1,0,5,5,4,3,0,1,1,6,2,1,6,2,6,2,0,14,15,1
CD37,NW_010972802.1,6021,7866,-,1846,91,49,52,102,25,2,70,62,36,10,6,10,13,13,16,5,13,7,53,10,24,56,89,22
LOC104835249,NW_010972802.1,8853,14894,+,6042,330,126,208,201,303,8,358,324,360,77,92,49,131,160,111,74,396,285,359,58,227,175,193,190
LOC104835250,NW_010972802.1,14386,18413,+,4028,7451,311,8009,8670,14006,344,17052,11696,12426,3261,3143,2350,4803,7007,9321,6399,22580,18645,14142,1989,13346,10829,13188,14251
LOC104835245,NW_010972802.1,42843,43263,+,421,10,112,6,2,11,0,3,2,6,3,1,1,1,2,8,2,10,5,19,3,3,11,7,4
LOC104835251,NW_010972803.1,18104,19812,+,1709,512,483,382,342,513,7,470,438,403,81,179,87,163,142,243,109,459,349,413,38,402,330,284,229
HDAC5,NW_010972804.1,4,8499,+,8496,2540,250,2181,2131,4095,72,3921,3775,3139,629,849,416,1530,1182,1446,848,3865,3336,3878,420,2450,1737,2723,2812
G6PC3,NW_010972804.1,10789,13456,-,2668,16,86,12,12,18,0,22,15,23,3,6,2,8,3,3,5,11,18,19,0,8,13,12,14
LSM12,NW_010972804.1,14392,23798,+,9407,1209,316,607,670,1119,10,886,1060,735,175,356,115,439,299,504,259,1104,1019,849,63,700,492,640,725
TMEM101,NW_010972804.1,25777,26778,+,1002,129,44,93,78,119,4,180,123,175,44,33,18,54,65,55,34,179,122,155,20,115,74,76,105
TRIM36,NW_010972805.1,2115,11203,-,9089,38,127,38,44,19,0,43,27,10,6,0,3,10,10,10,1,9,3,23,0,9,8,17,4
UBA1,NW_010972806.1,15078,33368,+,18291,1367,480,1065,1119,1393,32,1239,1096,1095,227,380,207,532,517,683,419,1428,1124,1246,138,893,893,1104,994
LOC104835259,NW_010972807.1,56,514,-,459,43,11,23,22,30,0,47,46,42,8,14,6,8,19,18,24,53,58,46,15,29,31,24,32
LOC104835260,NW_010972807.1,11816,39819,-,28004,694,344,495,674,722,16,741,718,591,145,212,126,306,312,405,239,755,647,857,104,556,546,953,562
FKBP2,NW_010972807.1,44504,47087,-,2584,251,33,212,171,330,6,273,205,201,41,89,31,135,100,149,97,347,274,254,23,203,145,124,183
LOC104835262,NW_010972808.1,764,21647,-,20884,86,462,27,26,70,2,60,56,83,21,17,7,53,45,34,24,121,100,55,9,50,73,46,65
LOC104835263,NW_010972808.1,26340,36100,+,9761,370,108,290,748,289,7,394,1386,458,569,45,90,197,690,466,321,739,757,439,334,632,3805,987,669
PRL,NW_010972809.1,270737,277407,+,6671,18,124,10,4,5,0,4,8,5,2,5,0,1,2,3,0,13,5,3,1,2,4,1,5
SOX4,NW_010972809.1,601659,603403,-,1745,12,21,5,17,2,0,20,14,5,5,0,1,10,12,4,1,4,2,10,0,6,35,38,2
CDKAL1,NW_010972809.1,738543,1156655,-,418113,9419,7464,7978,8623,11092,162,7073,8316,5256,930,2508,854,3781,2661,6447,2511,7990,6270,9729,891,6605,5858,9178,6521
E2F3,NW_010972809.1,1161390,1195120,-,33731,1280,676,1480,2040,1886,38,1775,2108,1047,279,361,195,708,430,907,302,993,1057,1532,144,681,1033,1957,992
MBOAT1,NW_010972809.1,1233312,1290941,+,57630,913,1209,865,1404,235,20,896,612,326,115,33,113,284,233,617,44,262,87,777,40,279,746,1537,214
ID4,NW_010972809.1,1404291,1405124,-,834,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0
RNF144B,NW_010972809.1,1925509,1974053,-,48545,164,1043,95,204,64,4,79,130,86,32,14,23,40,91,68,19,103,39,117,18,36,201,209,40
DEK,NW_010972809.1,2020169,2072453,+,52285,4571,647,2996,3484,4587,74,3455,4296,2907,508,1408,417,2009,1146,2127,914,3297,3174,3931,321,2557,1889,4399,2892
KDM1B,NW_010972809.1,2043693,2072877,-,29185,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
TPMT,NW_010972809.1,2071811,2083947,+,12137,4196,384,2683,3471,6017,91,4109,5191,3004,574,1464,543,1692,1079,2302,1222,4278,4399,4198,333,3188,2424,3423,3006
NHLRC1,NW_010972809.1,2086155,2102361,+,16207,4427,502,2796,3167,4126,56,2864,3460,2346,430,918,354,1212,932,1848,1104,3628,3521,3024,282,2375,1627,2661,2353
KIF13A,NW_010972809.1,2105159,2222427,+,117269,2095,2080,1078,1216,2087,32,1604,2150,1108,217,426,146,678,436,1260,525,1847,1510,1442,139,1277,1142,1629,1004
SIRT5,NW_010972809.1,2225417,2235147,+,9731,527,215,616,916,1112,14,717,929,436,91,148,54,277,199,260,118,405,382,640,57,395,367,366,370
NOL7,NW_010972809.1,2235488,2239771,+,4284,1806,142,1341,1362,2170,25,1439,1816,1109,226,599,213,663,420,953,467,1740,1582,1582,133,1175,776,1195,1261
RANBP9,NW_010972809.1,2239858,2282120,-,42263,4622,783,4072,4148,5288,71,4287,5206,3213,574,1223,454,2252,1435,2856,1029,4030,3338,4860,421,3288,2716,4472,3058
MCUR1,NW_010972809.1,2317443,2335105,-,17663,205,384,202,178,226,4,215,229,143,25,69,19,87,45,130,61,185,97,193,20,152,143,182,167
RNF182,NW_010972809.1,2366592,2367759,-,1168,3,20,1,2,2,0,0,1,1,1,1,0,1,0,1,0,4,0,3,0,1,1,0,0
CD83,NW_010972809.1,2424319,2437128,+,12810,52,314,26,150,23,1,22,55,15,25,3,7,8,50,23,5,25,16,29,11,15,183,37,8
LOC104835280,NW_010972809.1,2750123,2766471,-,16349,98,354,93,105,76,3,50,85,56,13,18,8,38,40,82,48,97,102,83,1,41,49,166,105
TRNAY-GUA,NW_010972809.1,2758812,2758901,-,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC104835281,NW_010972809.1,2782480,2808426,-,25947,613,515,580,795,927,24,508,662,459,94,147,72,482,272,649,292,659,562,768,82,520,404,972,569
JARID2,NW_010972809.1,2809138,3031648,+,222511,22122,5893,21076,28162,21506,408,19206,23617,13745,2522,6252,2213,11134,7730,15816,6085,23336,18181,22754,2239,16275,15012,22357,16843
DTNBP1,NW_010972809.1,3033257,3102894,-,69638,1913,1182,1579,1557,2093,13,1213,1359,1176,174,569,151,689,449,1317,429,1719,1217,1526,116,1308,1057,1576,1183
MYLIP,NW_010972809.1,3262921,3278648,+,15728,636,277,487,592,596,5,477,554,331,64,146,70,335,172,289,64,447,294,612,36,335,393,802,265
GMPR,NW_010972809.1,3317446,3361340,+,43895,3324,1154,3639,3710,5250,65,3432,4016,2986,585,1192,394,1832,1152,3226,1449,1576,1159,4181,382,3133,2140,3298,3253
ATXN1,NW_010972809.1,3365639,3592097,-,226459,24918,6040,27194,34005,32196,519,22337,26350,18192,3635,9168,3164,15472,10775,20676,8031,26192,21718,30174,2940,23206,20229,28058,20597
LOC104835287,NW_010972809.1,3550902,3554573,+,3672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STMND1,NW_010972809.1,3707214,3715481,+,8268,609,181,546,583,714,8,355,511,380,70,193,51,212,134,254,117,579,512,590,55,369,294,420,294
RBM24,NW_010972809.1,3747134,3757423,+,10290,3621,262,2533,2805,4583,47,2512,3086,2163,496,1203,328,1485,906,1862,944,3845,3440,3287,248,2442,1547,2883,2197
CAP2,NW_010972809.1,3795082,3850426,+,55345,356,968,245,207,324,7,154,205,203,34,90,26,106,69,161,87,279,281,234,22,191,154,266,168
FAM8A1,NW_010972809.1,3859181,3866826,+,7646,1879,186,1155,1294,1719,24,1033,1343,1000,200,616,156,803,474,817,385,1892,1811,1407,110,1151,704,1467,1044
NUP153,NW_010972809.1,3869161,3910180,-,41020,9994,970,5426,5916,7858,98,5657,7291,4794,912,2703,811,3651,2285,3741,1825,8496,7365,7141,574,5659,3440,5561,5183
LOC104835295,NW_010972809.1,3899896,3931818,-,31923,17889,823,11831,11492,19628,244,12099,14628,11027,2168,6924,1959,7270,4713,8212,3703,19192,15600,15900,1227,11420,6754,10823,9631
PAK1IP1,NW_010972809.1,3931505,3940014,+,8510,4331,232,2690,2842,4637,59,2962,3753,2333,461,1636,465,1663,1012,1796,830,4137,3822,3746,285,2741,1541,3156,2674
LOC104835293,NW_010972809.1,3940944,3948696,+,7753,3668,236,2719,2815,3993,48,2292,2951,2107,387,1392,427,1609,925,2007,938,4178,3896,3572,290,2500,1472,2888,2478
GFOD1,NW_010972809.1,4043425,4048287,+,4863,739,127,458,612,633,14,574,516,439,98,158,61,277,158,377,131,423,331,542,33,347,375,938,388
TBC1D7,NW_010972809.1,4061793,4082090,+,20298,650,316,443,576,614,9,506,575,331,59,129,49,270,153,414,219,562,508,568,50,418,356,731,460
PHACTR1,NW_010972809.1,4092254,4398074,-,305821,756,5715,652,442,710,4,449,574,375,85,124,36,198,192,216,76,533,284,417,40,219,331,443,244
